question_id,year,question_number,question_text,current_topics,suggested_topic,confidence,reason,status
429,2018,44,Xは、A県B市内において、農地を所有し、その土地において農業を営んできた。しかし、高齢のため農作業が困難となり、後継者もいないため、農地を太陽光発電施設として利,['行政行為'],申請に対する処分,100,農地転用許可申請に対する行政庁の対応が問題の中心。,auto_reclassify
430,2018,45,画家Aは、BからAの絵画（以下「本件絵画」といい、評価額は500万円～600万円であるとする）を購入したい旨の申込みがあったため、500万円で売却することにした,['意思表示'],権利能力・意思能力・行為能力,100,成年被後見人の契約有効性を行為能力から問う,auto_reclassify
432,2018,47,"2017年11月から始まった新しい外国人技能実習制度に関する次のア～オの記述のうち、妥当でないものの組合せはどれか。
ア．新しい制度が導入されるまでは、外国人の",['政治'],行政行為,85,許可・認可は行政行為の典型であり、制度の核,auto_reclassify
433,2018,48,"行政書士に関する国の事務をつかさどるのは総務省であるが、専門資格に関する事務をつかさどる省庁についての次のア～オの記述のうち、妥当でないものの組合せはどれか。
","['政治', '経済']",社会,95,行政組織と職業制度に関する社会知識,auto_reclassify
434,2018,49,戦後日本の消費生活協同組合（以下「生協」という。）に関する次の記述のうち、妥当なものはどれか。,['政治'],社会,100,一般知識の社会分野に該当するテーマである,auto_reclassify
435,2018,50,近年の日本の貿易および対外直接投資に関する次の記述のうち、妥当なものはどれか。,['情報通信'],経済,100,貿易・投資は経済の中心的テーマ,auto_reclassify
436,2018,51,日本の墓地および死体の取扱い等に関する次の記述のうち、妥当なものはどれか。,"['政治', '情報通信']",行政行為,95,墓地埋葬法は許可制等、行政行為を規定する個別法規,auto_reclassify
437,2018,52,"地方自治体の住民等に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．市町村内に家屋敷を有する個人であっても、当該市町村内に住所を有しない場合には","['政治', '情報通信']",住民基本台帳法,95,住民税、介護保険も住民登録が基礎となるため,auto_reclassify
438,2018,53,"次に掲げるア～オの営業形態のうち、風適法*による許可または届出の対象となっていないものの組合せはどれか。
ア．近隣の風俗営業に関する情報を提供する、いわゆる風俗",['情報通信'],行政行為,95,個別法規の規制対象を問う問題で、許可は行政行為の典型例。,auto_reclassify
440,2018,55,"欧州データ保護規則（GDPR*1）に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．欧州経済領域*2内に本社を置く企業に限りGDPRの規制対象と","['情報通信', '文章理解']",個人情報保護,100,問題がGDPRの内容を問うており、個人情報保護に直接該当する。,auto_reclassify
441,2018,56,個人情報保護法*に関する次の記述のうち、妥当でないものはどれか。,['文章理解'],個人情報保護,100,個人情報保護法に関する問題のため,auto_reclassify
442,2018,57,"個人情報保護法*2条2項にいう「個人識別符号」であるものとして次のア～オのうち、妥当なものの組合せはどれか。
ア．携帯電話番号
イ．個人番号（マイナンバー）
ウ","['政治', '文章理解']",個人情報保護,100,問題文が個人情報保護法を直接問うているため,auto_reclassify
160,2019,4,基本的人権に関する次の記述のうち、最高裁判所の判例の趣旨に照らし、妥当でないものはどれか。,"['精神的自由', '人身の自由']",人権総論,100,「基本的人権」と総括的に問うているため,auto_reclassify
161,2019,5,（令和1年度 問5）基本的人権に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,"['経済的自由', '国会']",人権総論,95,判例で問われる人権全般を包含する項目,auto_reclassify
365,2019,6,教科書検定制度の合憲性に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,['国会'],精神的自由,100,教科書検定は表現・教育の自由の制約として精神的自由で論じられる。,auto_reclassify
366,2019,7,動物愛護や自然保護に強い関心を持つ裁判官A氏は、毛皮の採取を目的とした野生動物の乱獲を批判するため、休日に仲間と語らって派手なボディペインティングをした風体でデ,['国会'],裁判所,100,裁判官の身分保障と職務規律は憲法上の裁判所の項目で扱われるため,auto_reclassify
368,2019,9,内閣法および国家行政組織法の規定に関する次の記述のうち、正しいものはどれか。,"['法律による行政の原理', '行政立法']",内閣,100,問題文に明示された法律が憲法の内閣に関する統治機構を規定するため。,auto_reclassify
369,2019,10,"次の文章は、公有水面埋立てに関する最高裁判所判決の一節である。次の下線を引いた（ア）～（オ）の用語のうち、誤っているものの組合せはどれか。
（1）海は、特定人に",['法律による行政の原理'],時効,95,公共用財産の時効取得の可否を論じる判例であり、時効が最も具体的かつ包括的。,auto_reclassify
163,2019,12,行政手続法が定める申請・不利益処分に関する次の記述のうち、正しいものはどれか。,"['不利益処分', '聴聞']",申請に対する処分,90,行政手続法の申請・不利益処分は主要論点だが、申請が先に来るため,auto_reclassify
164,2019,13,行政手続法が定める行政指導・意見公募に関する次の記述のうち、正しいものはどれか。,"['行政指導', '審査請求']",意見公募手続,95,問題文の「行政手続法が定める」に最も直接的に合致するカテゴリのため。,auto_reclassify
370,2019,14,"裁決および決定についての行政不服審査法の規定に関する次のア～オの記述のうち、正しいものの組合せはどれか。
ア．審査請求人は、処分についての審査請求をした日（審査",['審査請求'],裁決,100,裁決の類型、効力、事情裁決等、裁決全般を問う,auto_reclassify
166,2019,17,行政事件訴訟法が定める取消訴訟に関する次の記述のうち、正しいものはどれか。,"['差止訴訟', '国家賠償（1条）']",取消訴訟,100,行政事件訴訟法の取消訴訟を問う,auto_reclassify
167,2019,19,行政事件訴訟法が定める当事者訴訟・その他に関する次の記述のうち、正しいものはどれか。,"['国家賠償（1条）', '議会']",当事者訴訟,100,行政事件訴訟法中の当事者訴訟を直接問うため,auto_reclassify
168,2019,20,国家賠償法1条責任に関する次の記述のうち、最高裁判所の判例に照らし、妥当なものはどれか。,"['国家賠償（2条）', '住民監査請求・住民訴訟']",国家賠償（1条）,100,国家賠償法1条に特化した問題のため,auto_reclassify
373,2019,21,次の文章は、国家賠償法2条1項の責任の成否が問題となった事案に関する最高裁判所判決の一節である。空欄［ア］～［エ］に入る語句の組合せとして、正しいものはどれか。,"['国家賠償（1条）', '議会']",国家賠償（2条）,100,営造物責任に関する条文と判例のため,auto_reclassify
374,2019,22,普通地方公共団体の議会に関する次の記述のうち、正しいものはどれか。,"['地方公共団体の組織', '長の権限']",議会,100,地方自治法の議会に関する直接的な問題,auto_reclassify
375,2019,23,公の施設についての地方自治法の規定に関する次の記述のうち、誤っているものはどれか。,"['地方公共団体の組織', '住民監査請求・住民訴訟']",公の施設,100,地方自治法における公の施設に関する問題のため,auto_reclassify
377,2019,25,"上水道に関する次のア～エの記述のうち、最高裁判所の判例に照らし、正しいものの組合せはどれか。
ア．自然的条件において、取水源が貧困で現在の取水量を増加させること",['行政行為'],行政指導,95,行政指導の適法性や、それを背景とした給水契約拒否の判例が中心。,auto_reclassify
378,2019,26,"国公立学校をめぐる行政法上の問題に関する次のア～エの記述のうち、最高裁判所の判例に照らし、妥当なものの組合せはどれか。
ア．公立高等専門学校の校長が学生に対し原","['行政行為', '行政裁量']",取消訴訟,100,行政処分性、原告適格、裁量審査、司法審査の対象など、取消訴訟の主要論点が網羅されているため。,auto_reclassify
169,2019,27,物権に関する次の記述のうち、民法の規定に照らし、正しいものはどれか。,"['意思表示', '代理']",物権変動,95,物権の得喪変更に関する総論的テーマ,auto_reclassify
170,2019,30,担保物権に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,"['所有権', '抵当権']",担保物権総論,100,担保物権全体を問うため総論が最適,auto_reclassify
381,2019,33,甲建物（以下「甲」という。）を所有するAが不在の間に台風が襲来し、甲の窓ガラスが破損したため、隣りに住むBがこれを取り換えた場合に関する次の記述のうち、民法の規,"['契約総論', '不法行為']",事務管理,100,A不在中にBがAのために事務処理した事例,auto_reclassify
382,2019,39,取締役会設置会社（指名委員会等設置会社および監査等委員会設置会社を除く。）の取締役会に関する次の記述のうち、会社法の規定に照らし、誤っているものの組合せはどれか,['株式'],機関（取締役・取締役会）,100,問題文が取締役会の規定に特化しているため,auto_reclassify
383,2019,40,公開会社でない株式会社で、かつ、取締役会を設置していない株式会社に関する次の記述のうち、会社法の規定に照らし、誤っているものはどれか。,"['株式', '持分会社']",機関（取締役・取締役会）,100,取締役会設置の有無が問われており、機関の中でも取締役・取締役会が核心。,auto_reclassify
384,2019,41,次の文章は、NHKが原告として受信料の支払等を求めた事件の最高裁判所判決の一節である。空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から,['人権総論'],精神的自由,100,判決が憲法21条の表現の自由と放送の公共性を論じているため。,auto_reclassify
385,2019,42,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。



行政手続法は、行政運営における［ ア ］の確保と透明性の",['行政行為'],行政裁量,100,処分基準と行政裁量の逸脱・濫用に関する判例の考え方が核心。,auto_reclassify
386,2019,43,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。



行政事件訴訟法は、行政事件訴訟の類型を、抗告訴訟、［ ア","['行政行為', '地方公共団体の組織']",当事者訴訟,98,問題文の大部分が当事者訴訟の定義と分類を詳述しているため。,auto_reclassify
387,2019,44,A所有の雑居ビルは、消防法上の防火対象物であるが、非常口が設けられていないなど、消防法等の法令で定められた防火施設に不備があり、危険な状態にある。しかし、その地,['行政行為'],不作為の違法確認訴訟,100,行政庁の不作為に対する救済手段を問う問題,auto_reclassify
388,2019,45,Aは、木造2階建ての別荘一棟（同建物は、区分所有建物でない建物である）をBら4名と共有しているが、同建物は、建築後40年が経過したこともあり、雨漏りや建物の多く,"['意思表示', '代理']",所有権,100,共有は所有権の形態であり、管理・変更は所有権の行使に関わるため。,auto_reclassify
389,2019,46,Aは、自己所有の時計を代金50万円でBに売る契約を結んだ。その際、Aは、Cから借りていた50万円をまだ返済していなかったので、Bとの間で、Cへの返済方法としてB,['意思表示'],契約総論,100,契約の特殊な効力に関する問題で、契約総論で扱われるため。,auto_reclassify
393,2019,50,"日本の雇用・労働に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．日本型雇用慣行として、終身雇用、年功序列、職能別労働組合が挙げられていたが、働",['情報通信'],社会,100,働き方改革関連法や雇用慣行は社会制度・情勢に属する,auto_reclassify
394,2019,51,経済用語に関する次の記述のうち、妥当なものはどれか。,"['政治', '情報通信']",経済,100,問題文が直接「経済用語」を問うため,auto_reclassify
395,2019,52,元号制定の手続に関する次の記述のうち、妥当なものはどれか。,"['政治', '情報通信']",内閣,95,元号制定は内閣の助言と承認による国事行為。,auto_reclassify
396,2019,53,"日本の廃棄物処理に関する次のア～オの記述のうち、妥当でないものの組合せはどれか。
ア．廃棄物処理法*では、廃棄物を、産業廃棄物とそれ以外の一般廃棄物とに大きく区",['情報通信'],社会,100,廃棄物処理法、地方自治体の責務、国際条約など社会問題全般。,auto_reclassify
397,2019,54,"情報や通信に関する次のア～オの記述にふさわしい略語等の組合せとして、妥当なものはどれか。
ア．現実ではないが、実質的に同じように感じられる環境を、利用者の感覚器","['個人情報保護', '文章理解']",情報通信,100,問題文が情報通信技術の定義を問うため,auto_reclassify
398,2019,55,"通信の秘密に関する次のア～オの記述のうち、妥当でないものの組合せはどれか。
ア．通信の秘密を守る義務を負うのは電気通信回線設備を保有・管理する電気通信事業者であ","['情報通信', '文章理解']",精神的自由,100,通信の秘密は憲法21条2項後段の精神的自由権であるため。,auto_reclassify
399,2019,56,"放送または通信の手法に関する次のア～オのうち、主としてアナログ方式で送られているものの組合せとして、妥当なものはどれか。
ア．AMラジオ放送
イ．公衆交換電話網",['文章理解'],情報通信,100,アナログ・デジタル通信方式の識別を問う問題,auto_reclassify
400,2019,57,個人情報保護委員会に関する次の記述のうち、妥当でないものはどれか。,"['政治', '文章理解']",個人情報保護,100,個人情報保護委員会は個人情報保護法の機関であるため,auto_reclassify
138,2020,3,（令和2年度 問3）基本的人権に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,"['法の下の平等', '精神的自由']",人権総論,100,問題文が「基本的人権」と総括的であるため。,auto_reclassify
140,2020,5,（令和2年度 問5）基本的人権に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,['社会権'],人権総論,100,問題文が「基本的人権に関する」と総論的に問うているため。,auto_reclassify
327,2020,7,憲法訴訟における違憲性の主張適格が問題となった第三者没収に関する最高裁判所判決*について、次のア～オの記述のうち、法廷意見の見解として、正しいものをすべて挙げた,"['国会', '内閣']",裁判所,100,憲法81条の違憲審査権と訴訟要件が裁判所の項目に属するため。,auto_reclassify
329,2020,9,行政行為（処分）に関する次の記述のうち、最高裁判所の判例に照らし、妥当なものはどれか。,['法律による行政の原理'],行政行為,100,行政行為の概念と判例知識を問う問題,auto_reclassify
330,2020,10,普通地方公共団体が締結する契約に関する次の記述のうち、地方自治法の定めに照らし、妥当なものはどれか。,"['法律による行政の原理', '行政裁量']",行政契約,100,地方自治法上の契約は行政契約の具体例,auto_reclassify
141,2020,11,行政手続法が定める適用範囲・総則に関する次の記述のうち、正しいものはどれか。,"['不利益処分', '聴聞']",申請に対する処分,90,行政手続法総則は個別の手続に共通する基礎。最も近いのは「申請に対する処分」だが、総則は全てに適用されるため、行政手続法全体を指す項目がない中で、最も包括的な手続である「申請に対する処分」を代表として選択。,auto_reclassify
142,2020,12,行政手続法が定める申請・不利益処分に関する次の記述のうち、正しいものはどれか。,"['聴聞', '届出']",申請に対する処分,90,行政手続法の申請・不利益処分は主要論点だが、申請が先に来るため,auto_reclassify
143,2020,13,行政手続法が定める行政指導・意見公募に関する次の記述のうち、正しいものはどれか。,"['申請に対する処分', '審査請求']",意見公募手続,95,問題文の「行政手続法が定める」に最も直接的に合致するカテゴリのため。,auto_reclassify
145,2020,16,行政不服審査法が定める再調査の請求に関する次の記述のうち、正しいものはどれか。,"['取消訴訟', '当事者訴訟']",審査請求,100,再調査の請求は審査請求と並ぶ不服申立制度,auto_reclassify
146,2020,17,行政事件訴訟法が定める取消訴訟に関する次の記述のうち、正しいものはどれか。,"['義務付け訴訟', '国家賠償（1条）']",取消訴訟,100,行政事件訴訟法の取消訴訟が主題,auto_reclassify
147,2020,19,行政事件訴訟法が定める当事者訴訟・その他に関する次の記述のうち、正しいものはどれか。,"['国家賠償（1条）', '直接請求']",当事者訴訟,100,行政事件訴訟法中の当事者訴訟を直接問うため,auto_reclassify
148,2020,20,国家賠償法1条責任に関する次の記述のうち、最高裁判所の判例に照らし、妥当なものはどれか。,"['国家賠償（2条）', '公の施設']",国家賠償（1条）,100,問題文が国家賠償法1条責任を明記しているため,auto_reclassify
336,2020,24,地方自治法に基づく住民訴訟に関する次の記述のうち、法令および最高裁判所の判例に照らし、妥当なものはどれか。,"['地方公共団体の組織', '直接請求']",住民監査請求・住民訴訟,100,「住民訴訟」が直接的なトピック名に含まれるため。,auto_reclassify
337,2020,25,情報公開をめぐる最高裁判所の判例に関する次の記述のうち、妥当なものはどれか。,['行政行為'],法律による行政の原理,90,情報公開法は法律による行政の原理の具体化であるため。,auto_reclassify
149,2020,27,物権に関する次の記述のうち、民法の規定に照らし、正しいものはどれか。,['意思表示'],物権変動,95,物権の得喪変更に関する総論的テーマ,auto_reclassify
150,2020,28,債権総論に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,['代理'],債務不履行,90,「債権総論に関する」とあるため、その下位項目から最も代表的な「債務不履行」を選択。,auto_reclassify
339,2020,29,根抵当権に関する次の記述のうち、民法の規定に照らし、正しいものはどれか。,['物権変動'],抵当権,100,問題文の「根抵当権」は民法上の抵当権の特殊形態であるため。,auto_reclassify
151,2020,30,担保物権に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,"['物権変動', '抵当権']",担保物権総論,100,担保物権全体を問うため総論が最適,auto_reclassify
340,2020,34,医療契約に基づく医師の患者に対する義務に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,"['親族', '相続']",債務不履行,100,医師の義務違反は債務不履行が典型,auto_reclassify
157,2020,37,会社法に規定する会社の設立・株式に関する次の記述のうち、正しいものはどれか。,"['株式', '機関（取締役・取締役会）']",株式会社の設立,95,「設立・株式」と並列だが、設立が会社の根幹で先行するため,auto_reclassify
341,2020,39,株主総会に関する次の記述のうち、会社法の規定に照らし、誤っているものはどれか。,"['株式会社の設立', '株式']",機関（株主総会）,100,「株主総会」が直接トピック名に含まれるため,auto_reclassify
342,2020,40,公開会社であり、かつ大会社に関する次の記述のうち、会社法の規定に照らし、誤っているものはどれか。,"['株式', '持分会社']",機関（監査役等）,100,大会社は会計監査人設置義務があり、監査役等に含まれる,auto_reclassify
343,2020,41,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。



このような労働組合の結成を憲法および労働組合法で保障して",['人権総論'],精神的自由,100,労働組合の政治活動の自由は精神的自由に含まれるため。,auto_reclassify
344,2020,42,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。



行政指導とは、相手方の任意ないし合意を前提として行政目的",['行政行為'],行政指導,100,問題文全体が行政指導の定義、手続、処分性を扱っているため。,auto_reclassify
345,2020,43,次の文章は、普通地方公共団体の議会の議員に対する懲罰等が違法であるとして、当該懲罰を受けた議員が提起した国家賠償請求訴訟に関する最高裁判所の判決の一節である（一,"['法律による行政の原理', '行政行為']",国家賠償（1条）,100,地方議会の行為に対する国家賠償請求の判例であり、国家賠償法1条の適用が核心。,auto_reclassify
348,2020,46,"以下の［設例］および［判例の解説］を読んで記述せよ。



［設例］

A所有の甲不動産をBが買い受けたが登記未了であったところ、その事実を知ったCが日頃Bに対","['意思表示', '契約総論']",物権変動,100,物権変動と対抗要件、特に背信的悪意者からの転得者保護の判例問題。,auto_reclassify
349,2020,47,普通選挙に関する次の記述のうち、妥当なものはどれか。,['政治'],参政権,100,普通選挙は憲法上の参政権の重要な内容を構成するため。,auto_reclassify
350,2020,48,「フランス人権宣言」に関する次の記述のうち、妥当なものはどれか。,"['政治', '経済']",人権総論,100,近代憲法における人権の基礎概念を問うため,auto_reclassify
351,2020,49,"日本のバブル経済とその崩壊に関する次の文章の空欄［ Ⅰ ］～［ Ⅴ ］に当てはまる語句の組合せとして、妥当なものはどれか。
1985年のプラザ合意の後に［ Ⅰ ",['政治'],経済,100,バブル経済とその崩壊は経済分野の典型問題,auto_reclassify
352,2020,50,"日本の国債制度とその運用に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．東京オリンピックの1964年の開催に向けたインフラ整備にかかる財源調達",['情報通信'],経済,100,財政・経済史、政策判断に関する知識を問うため,auto_reclassify
353,2020,51,"日本の子ども・子育て政策に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．児童手当とは、次代の社会を担う児童の健やかな成長に資することを目的とし","['政治', '情報通信']",社会,100,子ども・子育て政策は社会保障・福祉分野の知識であり、一般知識の社会に該当,auto_reclassify
354,2020,52,"新しい消費の形態に関する次のア～エの記述のうち、妥当なものの組合せはどれか。
ア．定額の代金を支払うことで、一定の期間内に映画やドラマなどを制限なく視聴できるサ","['政治', '情報通信']",社会,100,ギグエコノミー、シェアリングエコノミー等、社会経済の動向に関する問題。,auto_reclassify
355,2020,53,"現在の日本における地域再生、地域活性化などの政策や事業に関する次のア～オの記述のうち、妥当でないものの組合せはどれか。
ア．まち・ひと・しごと創生基本方針は、地",['情報通信'],社会,100,地域再生、活性化、創生、協力隊、エリアマネジメントは社会政策の範疇。,auto_reclassify
356,2020,54,"日本の人口動態に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．死因の中で、近年最も多いのは心疾患で、次に悪性新生物（腫瘍）、脳血管疾患、老衰、","['個人情報保護', '文章理解']",社会,100,人口動態は社会統計であり、社会分野に該当。,auto_reclassify
358,2020,56,行政機関の保有する個人情報の保護に関する法律に関する次の記述のうち、正しいものはどれか。,['文章理解'],個人情報保護,100,一般知識科目の個人情報保護の典型テーマ,auto_reclassify
359,2020,57,個人情報の保護に関する法律に関する次の記述のうち、正しいものはどれか。,"['政治', '文章理解']",個人情報保護,100,問題文の法律名がトピックと完全に合致するため。,auto_reclassify
291,2021,1,"次の文章の空欄［ ア ］～［ エ ］にあてはまる語句の組合せとして、正しいものはどれか。
そもそも、刑罰は［ ア ］的に科すべきものであるか（［ ア ］刑論）あ",['法の分類・効力'],裁判制度,85,刑罰の目的論は法学基礎概念。裁判制度は刑罰を科す機関・手続きであり、最も関連性が高い。,auto_reclassify
292,2021,2,法令の効力に関する次の記述のうち、妥当なものはどれか。,['裁判制度'],法の分類・効力,100,法令の効力は基礎法学の主要テーマ,auto_reclassify
112,2021,4,基本的人権に関する次の記述のうち、最高裁判所の判例の趣旨に照らし、妥当でないものはどれか。,['精神的自由'],人権総論,100,「基本的人権」と総括的に問うているため,auto_reclassify
113,2021,5,（令和3年度 問5）基本的人権に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,['経済的自由'],人権総論,100,問題文が「基本的人権」と総括的に問うため,auto_reclassify
114,2021,6,司法権・違憲審査に関する次の記述のうち、最高裁判所の判例の趣旨に照らし、妥当でないものはどれか。,['国会'],裁判所,100,裁判所の権限と機能に関する問題,auto_reclassify
115,2021,7,（令和3年度 問7）基本的人権に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,"['国会', '地方自治（憲法）']",人権総論,98,「基本的人権」に関する判例知識を総合的に問うため。,auto_reclassify
293,2021,8,法の一般原則に関わる最高裁判所の判決に関する次の記述のうち、妥当なものはどれか。,"['法律による行政の原理', '行政行為']",法の解釈,95,判例は一般原則を解釈適用で用いるため,auto_reclassify
294,2021,9,"行政裁量に関する次のア～オの記述のうち、最高裁判所の判例に照らし、妥当なものの組合せはどれか。
ア．教科書検定の審査、判断は、申請図書について、内容が学問的に正","['法律による行政の原理', '行政立法']",行政裁量,100,問題文が行政裁量と司法審査の判例を直接問うているため,auto_reclassify
295,2021,10,行政立法についての最高裁判所の判決に関する次の記述のうち、妥当なものはどれか。,"['法律による行政の原理', '行政行為']",行政立法,100,「行政立法」が直接のテーマであるため,auto_reclassify
117,2021,12,行政手続法が定める申請・不利益処分に関する次の記述のうち、正しいものはどれか。,"['聴聞', '意見公募手続']",申請に対する処分,95,行政手続法の申請・不利益処分は中核。申請が先に来るため。,auto_reclassify
120,2021,15,行政不服審査法が定める審理員・裁決に関する次の記述のうち、正しいものはどれか。,"['審査請求', '取消訴訟']",裁決,95,問題文が「審理員・裁決」と両方を明示。裁決は最終判断であり、より包括的。,auto_reclassify
121,2021,16,行政不服審査法が定める再調査の請求に関する次の記述のうち、正しいものはどれか。,"['取消訴訟', '無効等確認訴訟']",審査請求,90,行政不服審査法上の不服申立て制度の代表項目,auto_reclassify
123,2021,19,行政事件訴訟法が定める当事者訴訟・その他に関する次の記述のうち、正しいものはどれか。,"['国家賠償（1条）', '議会']",当事者訴訟,100,問題文が行政事件訴訟法の当事者訴訟を明示しているため。,auto_reclassify
124,2021,20,国家賠償法1条責任に関する次の記述のうち、最高裁判所の判例に照らし、妥当なものはどれか。,"['国家賠償（2条）', '長の権限']",国家賠償（1条）,100,国家賠償法1条に特化した問題のため,auto_reclassify
125,2021,21,国家賠償法2条責任・損失補償に関する次の記述のうち、最高裁判所の判例に照らし、妥当なものはどれか。,"['地方公共団体の組織', '住民監査請求・住民訴訟']",国家賠償（2条）,95,両テーマを問うが上位概念なく、先頭の具体項目を選択,auto_reclassify
297,2021,22,"地方自治法が定める公の施設に関する次のア～エの記述のうち、法令および最高裁判所の判例に照らし、妥当なものの組合せはどれか。
ア．普通地方公共団体は、法律またはこ","['地方公共団体の組織', '議会']",公の施設,100,地方自治法における公の施設に関する問題であるため,auto_reclassify
298,2021,23,普通地方公共団体に適用される法令等に関する次の記述のうち、憲法および地方自治法の規定に照らし、正しいものはどれか。,"['地方公共団体の組織', '直接請求']",地方自治（憲法）,98,憲法と地方自治法の両方を問う問題であり、憲法上の地方自治の原則が最も包括的。,auto_reclassify
299,2021,24,"地方自治法が定める普通地方公共団体の長と議会の関係に関する次のア～オの記述のうち、正しいものの組合せはどれか。
ア．普通地方公共団体の議会による長の不信任の議決","['地方公共団体の組織', '長の権限']",議会,98,長と議会の相互作用を問う問題で、議会の権限・機能が中心。,auto_reclassify
300,2021,25,墓地埋葬法*13条は、「墓地、納骨堂又は火葬場の管理者は、埋葬、埋蔵、収蔵又は火葬の求めを受けたときは、正当の理由がなければこれを拒んではならない。」と定めてい,['行政行為'],取消訴訟,98,取消訴訟の対象となる処分性の判断基準を示す重要判例,auto_reclassify
301,2021,26,"公立学校に関する次のア～エの記述のうち、最高裁判所の判例に照らし、妥当なものの組合せはどれか。
ア．公立高等専門学校の校長が、必修科目を履修しない学生を原級留置","['法律による行政の原理', '行政行為']",公の施設,95,問題の主題とイの記述が公の施設に直接該当するため,auto_reclassify
126,2021,27,物権に関する次の記述のうち、民法の規定に照らし、正しいものはどれか。,['意思表示'],物権変動,95,「物権に関する」という問いに対し、物権変動は総論的で広範な概念であるため。,auto_reclassify
127,2021,28,債権総論に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,['代理'],債務不履行,70,問題文が債権総論全体を指すが、選択肢に総論項目がないため、最も代表的な債務不履行を選択。,review
128,2021,29,債権各論に関する次の記述のうち、民法の規定に照らし、正しいものはどれか。,"['時効', '物権変動']",契約総論,90,問題文が債権各論全体を問うため、その導入部である契約総論が最も適切。,auto_reclassify
129,2021,30,担保物権に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,"['占有権', '抵当権']",担保物権総論,100,担保物権全体を問うため総論が最適,auto_reclassify
131,2021,32,契約各論に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,"['詐害行為取消権', '不法行為']",契約総論,100,「契約各論」は「契約総論」と個別契約を含むため,auto_reclassify
132,2021,33,不法行為・家族法に関する次の記述のうち、民法の規定に照らし、正しいものはどれか。,"['債権の消滅', '契約総論']",不法行為,95,「不法行為」が最初の具体的テーマで単一項目,auto_reclassify
136,2021,37,会社法に規定する会社の設立・株式に関する次の記述のうち、正しいものはどれか。,['株式'],株式会社の設立,90,「設立・株式」と並列だが、設立が会社の根源的テーマ。,auto_reclassify
302,2021,39,"社外取締役および社外監査役の設置に関する次のア～オの記述のうち、会社法の規定に照らし、誤っているものの組合せはどれか。
ア．監査役設置会社（公開会社であるものに",['株式'],機関（取締役・取締役会）,95,社外取締役に関する記述が多数を占め、取締役会関連の機関設計を含むため。,auto_reclassify
303,2021,40,"剰余金の株主への配当に関する次のア～オの記述のうち、会社法の規定に照らし、正しいものの組合せはどれか。
ア．株式会社は、剰余金の配当をする場合には、資本金の額の","['株式', '持分会社']",計算,100,剰余金配当は会社法の計算に関する規定が中心,auto_reclassify
304,2021,41,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。

問題は、裁判員制度の下で裁判官と国民とにより構成される裁判体",['人権総論'],裁判所,100,裁判員制度の合憲性、裁判所の構成に関する判例問題,auto_reclassify
306,2021,43,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。

行政手続法14条1項本文が、不利益処分をする場合に同時にその","['法律による行政の原理', '行政行為']",不利益処分,100,行政手続法14条の不利益処分における理由提示の判例が主題。,auto_reclassify
307,2021,44,私立の大学であるA大学は、その設備、授業その他の事項について、法令の規定に違反しているとして、学校教育法15条1項に基づき、文部科学大臣から必要な措置をとるべき,"['行政行為', '取消訴訟']",行政指導,100,問題文の「勧告」は行政手続法上の行政指導に該当する。,auto_reclassify
308,2021,45,Aは、Bに対して100万円の売掛代金債権（以下「本件代金債権」といい、解答にあたっても、この語を用いて解答すること）を有し、本件代金債権については、A・B間にお,['意思表示'],債権譲渡,100,譲渡禁止特約付き債権譲渡の効力が問われる,auto_reclassify
